,Vmag,Plx,e_Plx,B-V,SpType,Class,Abs_Vmag,L,T,R
3255,8.74,10.58,1.17,0.524,F6/F7Vw...,Dwarf,3.8624283384958353,2.438078377819528,6600.0,832806562.7470787
3256,9.03,3.63,1.27,1.349,K1/K2III:,Giant,1.8295331251805624,15.857899614032297,4850.0,3933213611.4801784
3257,8.37,7.77,1.89,0.636,G2/G3V,Dwarf,2.82210509400457,6.356197564200062,5800.0,1741208927.2652454
3258,7.57,20.45,1.08,0.616,G2V,Dwarf,4.123466561716803,1.917022667480748,5800.0,956237597.6881284
3259,8.39,15.15,1.24,0.816,K0IV,Dwarf,4.292063164191619,1.6412898990902547,5000.0,1190586128.2495759
3260,7.3,6.62,0.88,1.049,K1III,Giant,1.4042899471985013,23.461257446318964,4850.0,4784101045.643426
3261,5.57,3.32,0.54,-0.023,B9III,Giant,-1.8243095814798185,459.0441851178649,11500.0,3763914443.0157313
3262,9.09,9.23,0.87,1.014,K1III/IV,Dwarf,3.9160085051295592,2.3206761781853165,4850.0,1504637818.352367
3263,9.39,13.01,1.37,0.605,G2/G3V,Dwarf,4.9613864828079315,0.8860185756413214,5800.0,650090178.6578981
3264,6.91,22.23,0.64,0.65,G1/G2V,Dwarf,3.6446973134949534,2.9795065747262575,5900.0,1152063266.1767123
3265,8.04,5.89,0.73,0.206,A7V,Dwarf,1.890576473935507,14.990879947934943,8250.0,1321642039.575474
3266,7.83,6.1,0.99,1.024,G6III...,Giant,1.7566491750538358,16.95901699602379,5400.0,3281111557.1086
3268,7.39,0.79,0.73,1.564,M1III,Giant,-3.121864543547792,1516.70791375168,3400.0,78271079002.4036
3269,6.91,3.2,0.75,1.452,K3III,Giant,-0.5642501084004703,143.81558752105425,4550.0,13458242984.285498
3270,7.22,47.36,1.25,1.0,K2V,Dwarf,5.597058468574316,0.4933572916720125,4700.0,738742761.106278
3271,7.69,6.32,0.83,1.047,K0III,Giant,1.6935853914119274,17.97328360225088,5000.0,3939869921.220668
3272,8.52,6.51,1.04,0.403,F2V,Dwarf,2.587904942840961,7.886458939878838,7200.0,1258589803.2892327
3273,7.48,3.62,0.64,1.216,K0III,Giant,0.27354285266583034,66.4771397611657,5000.0,7577122916.495468
3274,8.94,6.02,1.21,0.756,G5V,Dwarf,2.8379824562891205,6.263918967431874,5500.0,1922232275.0057287
3275,7.84,3.35,0.9,0.018,B9V,Dwarf,0.4652240351842263,55.71807307380994,11500.0,1311325607.2196217
3276,7.6,1.69,1.07,1.414,K4III,Giant,-1.2605664769316327,273.11539390026417,4400.0,19832429322.110645
3277,7.49,4.88,0.92,1.19,K3III,Giant,0.932099110013553,36.244064243611604,4550.0,6756220747.733125
3278,9.62,5.84,0.98,0.481,F6V,Dwarf,3.4520642355619966,3.557962460779614,6600.0,1006053296.014682
3279,7.64,3.49,1.15,1.261,K1III,Giant,0.35412713479590074,61.721579314219795,4850.0,7759669360.365944
3280,7.79,3.69,0.92,1.157,K1III,Giant,0.6251318307953007,48.087237717051394,4850.0,6849196349.887791
3281,8.47,5.7,1.22,1.176,K2III,Giant,2.249374278362458,10.772114460322634,4700.0,3451937646.649618
3282,7.36,4.73,0.69,1.117,K2IIICN...,Giant,0.7343057036890563,43.486868761240586,4700.0,6935719671.89324
3283,7.94,4.7,1.01,0.997,K0III,Giant,1.3004892896785893,25.815086601155077,5000.0,4721771461.628495
3284,7.77,3.24,1.04,1.073,G8III/IV,Dwarf,0.3227250510330606,63.53287085700803,5200.0,6848583124.014717
3285,8.05,7.49,0.89,0.518,F5V,Dwarf,2.422409088497334,9.185094689115141,6750.0,1545405493.5812783
3286,8.36,2.16,1.05,0.939,G8IV,Dwarf,0.03226875575465371,83.02075937395632,5200.0,7828793574.286642
3287,9.25,2.63,2.01,0.224,A0V,Dwarf,1.349778742448791,24.66930062396086,10000.0,1153948952.3082304
3288,8.44,2.49,0.99,1.079,K0III,Giant,0.4209967354786812,58.03471778610924,5000.0,7079655223.980256
3289,10.34,3.51,2.61,0.396,F2V,Dwarf,3.06653558232912,5.074817079203798,7200.0,1009609392.1040161
3290,6.25,3.32,0.76,1.658,M3III,Giant,-1.1443095814798188,245.38111669888283,3200.0,35540930271.796745
3291,8.39,6.48,1.24,0.458,F3IV/V,Dwarf,2.447875029352968,8.97215487053743,7050.0,1400162123.7470677
3292,9.45,7.09,0.89,0.421,F3V,Dwarf,3.7032311759153327,2.8231220481809634,7050.0,785407006.8415138
3293,8.99,2.68,1.18,0.23,A3V,Dwarf,1.1306739701439454,30.18582489728796,9250.0,1491853705.1601758
3294,7.61,3.08,0.92,0.975,G9III,Giant,0.05275358250222162,81.46899680999726,5100.0,8062393865.558551
3295,8.77,1.39,1.44,1.534,M1III,Giant,-0.5149259987295256,137.42803836531556,3400.0,23560690708.54668
3296,8.48,3.32,1.0,1.056,K0/K1III,Giant,1.0856904185201817,31.462798750317052,5000.0,5212749388.398322
3297,7.01,7.7,0.81,1.078,K1IV,Dwarf,1.4424536258624094,22.650879221648275,4850.0,4700750852.334963
3298,6.89,11.5,1.09,0.292,A9V,Dwarf,2.1934892017680596,11.341123698592,7750.0,1302665217.4018903
3299,8.4,23.21,1.15,0.78,K0V,Dwarf,5.228375702279589,0.6928542686057819,5000.0,773551296.3985534
3300,8.86,3.89,1.83,1.035,G9II-III,Giant,1.8097480066285385,16.149537906443754,5100.0,3589615041.906865
3302,7.67,8.06,0.76,0.271,A8IV,Dwarf,2.2016752090254545,11.255933632018527,8000.0,1217920572.3656094
3303,8.6,1.87,1.29,1.1,K1III,Giant,-0.040791967317504785,88.79988947733246,4850.0,9307454330.441008
3304,7.81,2.2,0.98,1.367,K1/K2III,Giant,-0.47788659588897,132.8185880398504,4850.0,11382931721.425606
3305,9.77,8.84,1.65,0.775,G8/K0V,Dwarf,4.502261325065366,1.3523898578444793,5200.0,999200042.4029187
3306,9.21,7.08,3.04,0.927,K1III,Giant,3.460166288448846,3.5315095205264715,4850.0,1856115049.2651103
3307,9.84,1.04,3.63,0.398,F2V,Dwarf,-0.0748333035060984,91.62829979855778,7200.0,4290006988.8377805
3308,9.09,2.91,0.94,0.9,G3III:,Giant,1.4094649449295371,23.349693515508775,5700.0,3455405811.8310437
3310,9.9,3.97,1.16,0.453,F0V,Dwarf,2.893952533815577,5.949178515587533,7500.0,1007428312.8835189
3311,8.78,3.23,1.24,1.048,K0III,Giant,1.3260126116555142,25.215277751118595,5000.0,4666594318.923927
3312,9.05,3.38,1.06,1.083,K0III,Giant,1.6945835013882746,17.956767665724648,5000.0,3938059300.566556
3313,8.97,8.47,1.09,0.574,G0V,Dwarf,3.6094170516535353,3.077918709577587,6000.0,1132228937.8195279
3314,8.13,2.71,1.15,1.089,K0III,Giant,0.2948464543720295,65.18541972788502,5000.0,7503146098.6749325
3315,9.89,0.86,2.11,1.159,G8III,Giant,-0.4375077437821595,127.96951540660437,5200.0,9719742373.883545
3316,9.65,5.77,1.62,0.52,F5V,Dwarf,3.4558790657786567,3.545482569742219,6750.0,960148284.18199
3317,8.71,1.3,1.25,0.977,G8III,Giant,-0.7202832384658144,166.04365153396085,5200.0,11071657156.233126
3318,9.09,3.58,1.48,1.205,G8III,Giant,1.8594151332193718,15.427383458041737,5200.0,3374796798.126503
3319,8.69,1.93,1.36,2.102,M2Ib,Giant,0.11778654503886976,76.73224531968349,3300.0,18688276543.509155
3320,5.59,8.29,0.68,1.163,K2III,Giant,0.18277265275136756,72.2740159972015,4700.0,8941359494.295448
3321,8.03,4.52,0.7,0.947,K0III,Giant,1.3056921740569098,25.691669725815586,5000.0,4710471006.63196
3322,8.95,3.48,1.14,0.475,F3/F5IV/V,Dwarf,1.657896219732903,18.573929661782696,7050.0,2014567589.8923879
3323,8.32,3.76,1.26,0.1,A1V,Dwarf,1.1959392246383054,28.42468530066248,9750.0,1303007092.553136
3324,8.65,15.8,1.16,0.637,G5V,Dwarf,4.643285434772114,1.187652787067372,5500.0,837004023.430725
3325,8.0,36.16,1.0,0.78,K1V,Dwarf,5.791142109016629,0.4125953074313302,4850.0,634434575.8635708
3326,3.59,18.76,0.74,1.275,K3III,Giant,-0.043835829784772073,89.04920159831043,4550.0,10590108268.915236
3327,9.39,7.99,1.25,0.605,G1V,Dwarf,3.9027338965699556,2.349225186234486,5900.0,1022978436.7444057
3328,8.06,3.51,1.17,0.911,G8III/IV,Dwarf,0.7865355823291207,41.44433359254041,5200.0,5531387343.000166
3329,9.86,3.04,3.26,0.495,F6/F7V,Dwarf,2.274367918043769,10.526960971139035,6600.0,1730500837.4577556
3330,9.78,7.87,1.54,0.771,G3/G5III:,Giant,4.259873661795323,1.690681224615723,5700.0,929799550.7798529
3332,8.13,1.84,0.99,0.928,G3III,Giant,-0.5459108849523169,141.4066749476505,5700.0,8503415929.098451
3333,5.95,16.75,0.82,0.259,F0IV,Dwarf,2.0700740568643194,12.706459852020366,7500.0,1472305505.2328298
3334,7.97,1.07,1.04,1.431,K3III,Giant,-1.8830811115739525,484.57862849519796,4550.0,24704013352.2315
3335,7.22,14.95,0.68,0.71,K0/K1III+..,Giant,3.093205963302241,4.9516702618671955,5000.0,2067969019.224125
3336,7.93,11.18,0.94,0.495,F8V,Dwarf,3.1722090177520226,4.604144482301928,6300.0,1256034450.6851356
3337,8.29,5.13,0.76,1.011,K0III,Giant,1.8405868255590807,15.69726417007649,5000.0,3681969217.803092
3338,8.91,5.94,1.73,0.47,F5V,Dwarf,2.7789322249059687,6.61404861680826,6750.0,1311397418.0689094
3339,5.51,12.45,0.81,0.987,G8II,Giant,0.9858467571587752,34.493461365670754,5200.0,5046262984.413066
3340,8.8,2.98,0.77,1.165,K2III,Giant,1.1710813203812762,29.083007477321786,4700.0,5671946426.067898
3341,8.28,9.62,0.72,0.435,F3V,Dwarf,3.1958753601890653,4.504866673368005,7050.0,992135330.8752269
3342,8.87,18.19,1.45,0.702,G3V,Dwarf,5.169163495317417,0.7316913862372936,5700.0,611677405.1727997
3343,6.38,23.16,0.81,0.366,F2V,Dwarf,3.2036927752769913,4.4725460676561735,7200.0,947808495.0715528
3344,8.56,0.77,1.23,1.365,K2III,Giant,-2.00754637413759,543.4415062634077,4700.0,24518215916.549934
3345,7.86,3.45,1.08,1.255,K2III,Giant,0.5490954753663697,51.57578724402573,4700.0,7553276716.061236
3346,6.82,1.13,0.79,-0.055,B2IV-V,Dwarf,-2.9146077825829,1253.1272639406943,22000.0,1699262237.7372139
3347,9.9,4.21,1.77,0.498,F5V,Dwarf,3.021410479178341,5.290190607449287,6750.0,1172833312.373843
3348,7.6,3.08,1.0,0.976,K0IV,Dwarf,0.04275358250222183,82.22285733036529,5000.0,8426834260.394061
3349,7.74,5.56,0.73,1.167,K2III,Giant,1.4653739579102876,22.1776988282866,4700.0,4953027090.6204605
3350,8.22,5.09,0.97,0.352,F2V,Dwarf,1.753588911683794,17.0068875776225,7200.0,1848228258.2990236
3351,7.61,1.33,0.98,1.514,K4III,Giant,-1.7707417951645716,436.9445472731595,4400.0,25085108716.0746
3352,9.75,33.18,2.07,1.008,K3V,Dwarf,7.3543819084417095,0.09776821141614594,4550.0,350900688.4570658
3354,8.81,5.16,0.77,0.411,F2V,Dwarf,2.373248508136056,9.610563115941094,7200.0,1389368995.8363626
3355,8.89,8.17,1.2,0.647,G3V,Dwarf,3.4511102826620785,3.5610900960793797,5700.0,1349428716.4858515
3356,9.0,5.7,1.45,0.5,F7IV,Dwarf,2.7793742783624573,6.611356147511344,6450.0,1435932501.55126
3357,9.16,5.46,1.02,0.889,G8/K0IV/V,Dwarf,2.845963213523687,6.218042287876407,5200.0,2142536981.581952
3358,9.82,3.7,1.38,0.692,F7V,Dwarf,2.661008620334975,7.3729135241173385,6450.0,1516380948.144128
3359,6.11,1.75,0.83,1.674,M1/M2III,Giant,-2.6748097565685285,1004.7806435150944,3400.0,63706826913.2551
3360,7.78,4.53,1.05,1.302,M3III,Giant,1.06049101006416,32.201611827862656,3200.0,12874993756.752958
3361,8.83,7.85,1.2,0.555,G0V,Dwarf,3.304348283726261,4.076530000455696,6000.0,1303019752.1286402
3363,7.73,1.64,0.85,1.409,K3III,Giant,-1.1957807597615098,257.2945697865081,4550.0,18001168429.219833
3364,7.63,5.51,1.02,0.987,K1II-III,Giant,1.3357579942589233,24.98995142569686,4850.0,4937503395.216553
3365,8.83,5.47,1.32,0.25,A3III,Giant,2.5199366316671554,8.395966664401094,9250.0,786792236.213419
3366,9.46,9.9,1.38,0.546,G1V,Dwarf,4.438175972987752,1.4346213981883775,5900.0,799415946.8233413
3367,8.99,0.7,1.0,1.363,K3III,Giant,-1.7845097999287152,442.52090948942936,4550.0,23607624207.496464
3368,9.11,11.89,1.31,0.83,G8/K0V,Dwarf,4.485909273093457,1.37291309378033,5200.0,1006753190.7868254
3369,7.79,1.17,0.67,1.45,K3III,Giant,-1.869070691269192,478.36545887062266,4550.0,24545127465.396767
3370,7.48,2.87,0.87,1.532,K5III,Giant,-0.2305905163300377,105.7634408708815,4250.0,13228119335.175032
3371,9.15,0.17,1.13,1.47,K3/K4III:,Giant,-4.697755393108627,6475.7374915183,4550.0,90308785719.89687
3372,7.64,5.93,0.95,0.056,A0/A1V,Dwarf,1.505273466821313,21.37744976191912,10000.0,1074202418.2845638
3374,9.44,1.82,1.49,0.984,G2III,Giant,0.7403569399253733,43.24516161039617,5800.0,4541726247.597465
3375,8.33,4.26,1.01,1.399,K4III,Giant,1.477047995513594,21.94050589960476,4400.0,5621162549.307564
3376,5.97,8.67,0.6,-0.008,A0III,Giant,0.6600954873810512,46.563292458673466,10000.0,1585367749.2155185
3377,5.94,3.22,0.83,1.548,K5III,Giant,-1.5207206415208443,347.06670558881757,4250.0,23962757628.732094
3378,7.81,3.38,0.75,1.351,K2III,Giant,0.45458350138827264,56.26683813315934,4700.0,7889304490.600606
3379,8.45,4.8,0.91,1.035,K0III,Giant,1.8562061868779356,15.473049535217168,5000.0,3655578612.545414
3380,8.4,5.68,1.13,1.069,K1IIICN...,Giant,2.171741678555094,11.570590502877359,4850.0,3359715191.596564
3381,9.46,4.02,1.28,1.237,K1III,Giant,2.481130265422351,8.70149778639047,4850.0,2913544853.1421223
3382,9.05,4.62,1.19,0.354,F3IV,Dwarf,2.3732098777806296,9.61090508141766,7050.0,1449145820.3635912
3383,6.49,16.89,0.8,0.616,G1IV,Dwarf,2.6281482478550426,7.599481014595623,5900.0,1839908062.0534706
3384,8.37,3.17,1.14,1.326,K2III,Giant,0.875296311088757,38.19083258942335,4700.0,6499680753.866566
3385,8.75,1.15,1.35,1.204,K2III,Giant,-0.946510798231941,204.5115034724162,4700.0,15040813747.121029
3386,6.71,5.27,1.01,0.976,K0/K1III,Giant,0.31905307606273503,63.7481142495281,5000.0,7419964731.1183605
3387,5.54,10.04,0.86,-0.064,B9V,Dwarf,0.548668564045002,51.5960718195966,11500.0,1261888019.3675475
3388,9.51,3.01,1.32,1.075,K1III,Giant,1.9028324779692145,14.82260324109498,4850.0,3802655156.705035
3389,6.78,5.96,0.92,1.348,K3III,Giant,0.6562312987011829,46.729316930853905,4550.0,7671496682.167078
3390,8.89,2.8,1.1,1.179,K1III,Giant,1.1257901567110977,30.32191805417571,4850.0,5438799339.655694
3391,11.16,54.91,2.19,1.485,M2V:,Dwarf,9.858257218546886,0.009740884243871767,3300.0,210561754.1382206
3392,9.4,9.99,1.31,0.598,G5V,Dwarf,4.3978274411299125,1.4889410696586343,5500.0,937176854.2430229
3393,7.59,12.66,0.93,0.481,F5V,Dwarf,3.102168528406681,4.910961333471234,6750.0,1130014171.9954278
3394,9.49,1.08,1.52,0.209,A3III,Giant,-0.34288122256525,117.28812913090748,9250.0,2940706912.7817492
3395,8.17,2.8,0.75,1.109,G8III,Giant,0.4057901567110971,58.85329830685477,5200.0,6591540042.7726345
3396,9.54,0.33,1.8,1.194,K1III,Giant,-2.8674303006105646,1199.8397887441763,4850.0,34212619801.876816
3397,8.62,11.01,1.18,0.448,F5V,Dwarf,3.8289365948587584,2.5144616601631933,6750.0,808580273.4172764
3398,9.7,10.31,2.72,0.716,G8V,Dwarf,4.766293326417582,1.0604346752246203,5200.0,884796612.7916341
3399,6.8,5.71,0.75,1.293,K3III,Giant,0.5831805412292415,49.981716874619885,4550.0,7933977604.126086
3400,9.14,1.63,1.09,1.415,K2III,Giant,0.2009380220197894,71.0748060288661,4700.0,8866869244.646032
3401,9.51,5.4,4.0,0.566,G0V,Dwarf,3.1719687991148433,4.605163309869127,6000.0,1384931188.621213
3402,8.14,1.66,1.0,1.18,K0III,Giant,-0.7594595597997245,172.1446671629465,5000.0,12193123046.248959
3403,9.16,7.72,1.4,0.448,F3V,Dwarf,3.598086501678683,3.1102091022507055,7050.0,824374858.8420975
3404,6.55,4.61,0.87,0.256,A9III,Giant,-0.1314953730517594,96.53739344940365,7750.0,3800603445.501964
3405,6.82,0.24,0.88,1.874,M2.5II,Giant,-6.2789437914419715,27784.05572929254,3300.0,355613401659.3572
3406,9.32,7.38,1.42,0.529,F3/F5V,Dwarf,3.660281809115208,2.937042587174107,7050.0,801096928.1879876
3407,8.66,1.92,1.11,1.331,K0II,Giant,0.07650614351774898,79.70597483765079,5000.0,8296857072.607138
3408,7.56,11.92,0.61,0.419,F5IV-V,Dwarf,2.9413812770210868,5.694879935661623,6750.0,1216866454.4474154
3409,8.41,2.77,1.05,0.084,A1V,Dwarf,0.6223988453222429,48.20844002516484,9750.0,1696916553.6674342
3410,8.21,7.61,0.71,0.329,A8III/IV,Dwarf,2.6169232838528647,7.678460250293801,8000.0,1005924242.5899037
3411,6.18,4.05,0.57,1.607,M3III,Giant,-0.7827248839266581,175.87340012244596,3200.0,30089037927.44394
3412,8.3,5.23,1.12,0.411,F2V,Dwarf,1.8925084443363716,14.96422743045248,7200.0,1733685574.98544
3413,8.72,9.95,4.09,0.428,A9/F0V,Dwarf,3.709115403728628,2.8078625673310227,7750.0,648175627.888581
3414,8.23,16.58,1.07,0.626,G5V,Dwarf,4.327922631071274,1.58796456082474,5500.0,967839187.2286865
3415,10.34,0.55,1.58,0.53,B2III,Giant,-0.9581865525287832,206.72274939429414,22000.0,690171391.1925603
3416,9.09,3.37,0.89,1.104,K1III,Giant,1.7281495043566935,17.41009349256107,4850.0,4121214820.426118
3418,8.94,14.25,16.39,1.183,K2III,Giant,4.709074321722644,1.117821981788247,4700.0,1111984632.7097945
3419,8.32,5.34,1.07,0.448,F3/F5IV/V,Dwarf,1.9577062851427804,14.092040531148742,7050.0,1754756607.1169968
3420,9.17,5.45,1.34,0.558,F6V,Dwarf,2.8519825113832127,6.183663295681629,6600.0,1326304442.7228687
3421,10.95,0.62,1.57,0.134,A0Ia:,Giant,-0.0880415525087308,92.74984383788843,10000.0,2237508902.942371
3422,9.55,0.39,1.45,0.868,B8Ib,Giant,-2.494676964867505,851.1666646765536,13000.0,4010779413.2860265
3423,10.11,7.4,1.65,0.566,G1V,Dwarf,4.456158598654881,1.4110548666419889,5900.0,792822753.5947846
3424,8.56,2.42,0.88,1.347,K2/K3III,Giant,0.47907682990215683,55.01165348069524,4700.0,7800812008.358615
3425,4.9,11.31,0.68,1.231,K2III,Giant,0.16731302462727804,73.31052713932486,4700.0,9005247091.922636
3426,7.96,1.56,0.94,1.6,M2/M3III,Giant,-1.0743770082276907,230.0735725040222,3300.0,32360384024.67844
3427,8.55,2.87,1.11,0.902,G8III,Giant,0.8394094836699626,39.47431133043126,5200.0,5398321830.70982
3428,8.09,280.27,1.05,1.56,M1V,Dwarf,10.32788306761461,0.006320316424924188,3400.0,159779020.78807384
3429,7.9,5.91,0.89,0.469,F3/F5IV,Dwarf,1.7579374044062774,16.938906016178606,7050.0,1923856272.823579
3430,9.88,4.66,1.54,0.42,F3V,Dwarf,3.2219295834500006,4.3980457343746595,7050.0,980301833.9211528
3431,8.93,3.21,0.78,-0.029,B9IV/V,Dwarf,1.4625251620243613,22.23596878892366,11500.0,828400830.612439
3432,5.78,0.97,0.59,0.294,A4III,Giant,-4.286141328668775,4432.365108877282,9000.0,19095934808.389412
3433,9.0,5.99,1.35,0.526,F7V,Dwarf,2.8871341119465583,5.986658752923909,6450.0,1366409903.2994251
3434,5.01,3.24,0.68,0.405,F2II,Giant,-2.437274948966939,807.3329409390734,7200.0,12734137124.037731
3435,7.26,3.93,0.76,0.049,B9V,Dwarf,0.23196275187713233,69.0725011019145,11500.0,1460041125.1873782
3436,8.11,17.29,1.09,0.635,G3V,Dwarf,4.298974966369611,1.630874116658737,5700.0,913205854.8599467
3437,8.2,2.49,1.07,0.88,K0III+...,Giant,0.180996735478681,72.3923357261409,5000.0,7907049625.166753
3438,7.85,4.42,1.13,0.168,B8III,Giant,1.0771113467454594,31.71240283038807,13000.0,774169484.3882797
3439,6.7,1.66,0.61,-0.017,B1V,Dwarf,-2.1994595597997257,648.5177209519273,23500.0,1071354943.4080216
3440,10.01,3.08,1.1,0.537,F6IV,Dwarf,2.452753582502222,8.93192863362417,6600.0,1594016929.6038966
3441,8.0,1.53,1.54,0.953,G6III,Giant,-1.0765428459120052,230.53300625989564,5400.0,12097265595.992052
3442,7.82,1.41,0.83,0.337,B2III,Giant,-1.4339044367230986,320.3942894726826,22000.0,859221627.7848277
3443,4.17,0.79,0.52,0.13,B1Ia,Giant,-6.341864543547793,29441.855557328858,23500.0,7218634333.768261
3444,6.47,11.76,0.87,1.184,K2/K3III,Giant,1.8220366087005981,15.967775503045505,4700.0,4202760788.473036
3445,6.76,2.39,0.84,0.433,A7II,Giant,-1.3480104952593113,296.02303281269167,8250.0,5873041007.836596
3446,9.8,3.03,1.5,0.524,F5/F6V,Dwarf,2.207213142511524,11.198664699663388,6750.0,1706411438.4599657
3447,9.32,7.88,1.1,0.423,F5V,Dwarf,3.802631087447777,2.576129776411136,6750.0,818435580.549834
3448,7.67,6.81,1.0,0.958,G8III,Giant,1.8357355595639255,15.76756277635614,5200.0,3411801655.542422
3449,6.89,4.7,0.82,0.951,K0III,Giant,0.25048928967858863,67.90381944718705,5000.0,7657998401.901804
3450,6.22,8.89,0.84,1.114,K1IIIvar,Giant,0.9645088048510679,35.17809984623092,4850.0,5858155424.601886
3451,9.11,0.02,1.35,1.267,K2III,Giant,-9.384850021680094,485533.40855098004,4700.0,732861693315.4451
3452,8.68,2.07,0.8,-0.052,B9V,Dwarf,0.2598517272845893,67.32076527979169,11500.0,1441408304.6436062
3453,9.06,2.39,1.26,0.99,K0III,Giant,0.9519895047406894,35.586095761158006,5000.0,5543810049.131313
3454,9.12,3.97,1.13,0.535,F7V,Dwarf,2.113952533815576,12.203160301876297,6450.0,1950854623.9712272
3455,8.56,229.33,1.08,1.462,M2V,Dwarf,10.362304355250892,0.006123075729073415,3300.0,166941808.56006646
3456,7.96,7.76,0.84,0.181,A4V,Dwarf,2.409308606290944,9.29659877385198,9000.0,874551126.5835752
3457,8.93,3.77,1.14,1.1,K1/K2III,Giant,1.8117067510289644,16.120427842667194,4850.0,3965637231.2549024
3458,8.48,11.58,1.13,0.473,F3V,Dwarf,3.7985427969570864,2.5858488403008475,7050.0,751677432.1558557
3459,8.5,19.39,1.62,0.714,G6V,Dwarf,4.937889045393527,0.9054036968611316,5400.0,758126697.3894427
3460,8.07,4.95,1.26,0.87,F7V,Dwarf,1.543025994667845,20.646866138002352,6450.0,2537557081.0522733
3461,7.69,11.72,0.75,0.839,G8IV/V,Dwarf,3.0346380584103603,5.226127834941214,5200.0,1964226226.8966432
3462,8.74,5.79,1.3,0.65,G2V,Dwarf,2.55339281863718,8.14118406511453,5800.0,1970588655.6751165
3463,6.43,12.71,0.74,0.514,F7.5IV-V,Dwarf,1.9507277527700406,14.182912827267652,6450.0,2103155896.7228725
3464,8.93,4.14,1.24,0.353,F0V,Dwarf,2.0150017056044955,13.367635359831237,7500.0,1510125172.439996
3465,6.93,6.8,0.86,0.928,G8III,Giant,1.092544563531181,31.264793154622943,5200.0,4804290623.815404
3466,6.36,6.09,0.53,0.906,G8II/III,Giant,0.28308646316437525,65.89533856206128,5200.0,6974753091.65187
3467,8.98,1.85,1.41,1.217,K1III,Giant,0.3158586420150691,63.9359582554144,4850.0,7897639223.734801
3469,7.22,1.47,0.63,1.651,M2III,Giant,-1.9434133262591207,512.2692967847285,3300.0,48286915280.72817
3470,7.43,4.86,0.85,1.271,K1IIICN...,Giant,0.8631813463114675,38.61938470701179,4850.0,6138006957.84639
3471,6.88,1.57,0.84,0.83,F5Iab,Giant,-2.1405017379538336,614.2392456821183,6750.0,12637739921.448225
3472,9.29,3.11,1.38,1.068,K1III,Giant,1.753801945134187,17.003550801783128,4850.0,4072813400.2736015
3473,7.48,2.82,1.0,0.944,G8III/IV,Dwarf,-0.268754458403194,109.54735542160884,5200.0,8992955410.981064
3474,9.07,9.23,1.05,0.503,F7V,Dwarf,3.8960085051295597,2.363822906996191,6450.0,858610544.4824352
3475,9.2,2.02,0.96,0.161,A4Vs,Dwarf,0.7267568472331192,43.79029073086444,9000.0,1898069339.6777833
3476,9.55,4.85,1.39,0.533,A8IV/V,Dwarf,2.9787086930113187,5.502409053084165,8000.0,851539191.8131881
